"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX5913887","RNA-seq of anolis carolinensis: adult regenerating tail at 4 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832152","","1296.14","1","19200020","2918403040","K080-4DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913886","RNA-seq of anolis carolinensis: adult regenerating tail at 4 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832151","","1060.07","1","15743714","2393044528","K040-4DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913885","RNA-seq of anolis carolinensis: adult regenerating tail at 5 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832150","","1346.63","1","20234598","3075658896","K010-5DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913884","RNA-seq of anolis carolinensis: adult regenerating tail at 4 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832148","","1591.16","1","23614710","3589435920","K120-4DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913883","RNA-seq of anolis carolinensis: adult regenerating tail at 5 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832149","","1515.68","1","22736403","3455933256","K030-5DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913882","RNA-seq of anolis carolinensis: adult regenerating tail at 5 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832147","","1517.05","1","22644334","3441938768","K020-5DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913881","RNA-seq of anolis carolinensis: adult regenerating tail at 2 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832146","","1167.94","1","17541971","2666379592","K013-2DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913880","RNA-seq of anolis carolinensis: adult regenerating tail at 1 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832144","","1923.31","1","28796954","4377137008","K001-1DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913879","RNA-seq of anolis carolinensis: adult regenerating tail at 1 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832145","","1517.9","1","22685409","3448182168","K011-1DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913878","RNA-seq of anolis carolinensis: adult regenerating tail at 0.5 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832143","","1434.77","1","21157580","3215952160","J050-0.5DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913877","RNA-seq of anolis carolinensis: adult regenerating tail at 2 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832142","","1489.72","1","22139578","3365215856","K015-2DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913876","RNA-seq of anolis carolinensis: adult regenerating tail at 1 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832141","","1209.4","1","18074896","2747384192","K121-1DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5762347","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697049","","11844.22","1","144121635","29112570270","AC36-1","WGS","GENOMIC","RANDOM"
"SRX5762346","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697048","","8373.1","1","101092258","20420636116","AC27-4","WGS","GENOMIC","RANDOM"
"SRX5762345","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697047","","8266.55","1","98707535","19938922070","AC27-3","WGS","GENOMIC","RANDOM"
"SRX5762344","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697046","","11299.16","1","140901136","28462029472","AC20-6","WGS","GENOMIC","RANDOM"
"SRX5762342","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697044","","12416.83","1","149925158","30284881916","AC8-8","WGS","GENOMIC","RANDOM"
"SRX5762341","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697043","","7436.13","1","86854396","17544587992","AC8-13","WGS","GENOMIC","RANDOM"
"SRX5762340","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697042","","8352","1","98059485","19808015970","AC38-4","WGS","GENOMIC","RANDOM"
"SRX5762339","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697041","","13467.75","1","161754978","32674505556","CC-8","WGS","GENOMIC","RANDOM"
"SRX5762338","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697040","","13106.52","1","156113483","31534923566","CC-3","WGS","GENOMIC","RANDOM"
"SRX5762337","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697039","","7854.58","1","91982094","18580382988","AC20-1","WGS","GENOMIC","RANDOM"
"SRX5762336","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697038","","12689.28","1","153644964","31036282728","AC13-8","WGS","GENOMIC","RANDOM"
"SRX5762335","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697037","","7882.14","1","90189567","18218292534","18-3","WGS","GENOMIC","RANDOM"
"SRX5762334","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697036","","8933.22","1","102291306","20662843812","15-3","WGS","GENOMIC","RANDOM"
"SRX5762333","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697035","","5737.67","1","69318406","14002318012","25-4","WGS","GENOMIC","RANDOM"
"SRX5762332","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697034","","6462.88","1","78164742","15789277884","22-4","WGS","GENOMIC","RANDOM"
"SRX5762331","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697033","","10636.78","1","122292082","24703000564","AC13-4","WGS","GENOMIC","RANDOM"
"SRX5762329","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697031","","6968.62","1","85975484","17367047768","AC13-7","WGS","GENOMIC","RANDOM"
"SRX5762328","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697030","","9850.09","1","111444351","22511758902","AC13-5","WGS","GENOMIC","RANDOM"
"SRX5762327","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697029","","7721.17","1","92228788","18630215176","VB-7","WGS","GENOMIC","RANDOM"
"SRX5762326","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697028","","9889.27","1","117331698","23701002996","SB-3","WGS","GENOMIC","RANDOM"
"SRX5762325","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697027","","8273.26","1","100880673","20377895946","SB-4","WGS","GENOMIC","RANDOM"
"SRX5762324","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697026","","7527.97","1","84978323","17165621246","LA-2","WGS","GENOMIC","RANDOM"
"SRX5762323","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697025","","7227.79","1","81308988","16424415576","LJ-1","WGS","GENOMIC","RANDOM"
"SRX5762322","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697024","","9280.54","1","108444837","21905857074","TX-8","WGS","GENOMIC","RANDOM"
"SRX5762321","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697023","","8889.17","1","104941785","21198240570","VB-6","WGS","GENOMIC","RANDOM"
"SRX5762320","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697022","","13012.71","1","156911606","31696144412","TV-2","WGS","GENOMIC","RANDOM"
"SRX5762319","Whole genome resequencing of Anolis carolinensis: adult liver","Anolis carolinensis","Illumina HiSeq 2500","New York University Abu Dhabi","SRP194074","Anolis carolinensis population genomics using whole genome re-sequencing data 1.0","SRS4697021","","6830.92","1","79230243","16004509086","TV-8","WGS","GENOMIC","RANDOM"
"SRX4367383","Illumina MiSeq of Anolis carolinensis: flow sorted B-chromosome","Anolis carolinensis","Illumina MiSeq","Institute of Molecular and Cellular Biology SB RAS","SRP071919","Anolis carolinensis B-chromosome sequencing","SRS1346132","","141.75","1","494512","241493307","ACAB","OTHER","GENOMIC","other"
"SRX3489497","GSM2895546: Anolis forelimb D5 rep3; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773437","","1050.43","1","36306654","2759305704","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489496","GSM2895545: Anolis forelimb D5 rep2; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773436","","964","1","33059346","2512510296","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489495","GSM2895544: Anolis forelimb D5 rep1; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773435","","1137.78","1","39263364","2984015664","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489494","GSM2895543: Anolis forelimb D4 rep3; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773434","","1135.11","1","28571353","2171422828","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489493","GSM2895542: Anolis forelimb D4 rep2; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773433","","1300.91","1","32702024","2485353824","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489492","GSM2895541: Anolis forelimb D4 rep1; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773432","","1084.88","1","27225030","2069102280","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489491","GSM2895540: Anolis forelimb D3 rep3; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773431","","1332.17","1","33499667","2545974692","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489490","GSM2895539: Anolis forelimb D3 rep2; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773429","","1337.14","1","33682965","2559905340","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489489","GSM2895538: Anolis forelimb D3 rep1; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773430","","1263.27","1","31851292","2420698192","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489488","GSM2895537: Anolis forelimb D2 rep3; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773428","","1047.71","1","41713227","3170205252","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489487","GSM2895536: Anolis forelimb D2 rep2; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773427","","1049.02","1","41792007","3176192532","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3489486","GSM2895535: Anolis forelimb D2 rep1; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP127233","Evidence against tetrapod-wide digit identities and for a limited frame shift in bird wings","SRS2773425","","970.03","1","38607168","2934144768","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
