"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX2827653","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769787","","380.58","1","23278441","1140643609","Pab_L11_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827652","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769786","","316.89","1","17703461","885173050","Kni_L9_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827651","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769785","","340.86","1","18828843","941442150","Kni_L9_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827650","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769784","","447.95","1","25259162","1262958100","Kni_L9_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827649","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769783","","344.43","1","18853673","942683650","Kni_L7_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827648","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769782","","332.08","1","18785405","939270250","Kni_L7_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827647","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769781","","381.28","1","21490115","1074505750","Kni_L7_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827646","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769780","","489.17","1","27093708","1354685400","Kni_L5_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827645","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769779","","425.92","1","23527181","1176359050","Kni_L5_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827644","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769778","","397.84","1","21610636","1080531800","Kni_L5_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827643","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769777","","397.84","1","21610636","1080531800","Kni_L3_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827642","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769776","","367.05","1","20679477","1033973850","Kni_L3_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827641","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769775","","428.54","1","23959920","1197996000","Kni_L3_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827640","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769774","","320.39","1","18040454","902022700","Kni_L1_C_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827639","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769773","","440.01","1","24541042","1227052100","Kni_L1_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827638","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769772","","389.83","1","22151574","1107578700","Kni_L1_B_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827637","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769771","","408.03","1","22836646","1141832300","Kni_L1_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827636","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769770","","322.19","1","18292562","914628100","Kni_L1_A_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827635","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769769","","368.73","1","20743158","1037157900","Kni_L1_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827634","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769768","","314.5","1","17969746","898487300","Kni_L11_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827633","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769767","","297.54","1","16418856","820942800","Kni_L11_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827632","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Klebsormidium nitens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769766","","354.54","1","19886396","994319800","Kni_L11_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827631","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769765","","458.05","1","24312536","1191314264","Cpa_L9_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827630","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769764","","422.07","1","24263487","1188910863","Cpa_L9_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827629","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769763","","354.95","1","20123414","986047286","Cpa_L9_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827628","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769762","","389.35","1","20574546","1008152754","Cpa_L7_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827627","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769761","","402.14","1","23124075","1133079675","Cpa_L7_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827626","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769760","","377.83","1","21539111","1055416439","Cpa_L7_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827625","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Cyanophora paradoxa","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769759","","385.41","1","20609972","1009888628","Cpa_L5_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
